Provinsi,Kabupaten/Kota,Luas Wilayah (km2),Jumlah Penduduk (ribu jiwa),Indeks Pembangunan Literasi Masyarakat,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sumber Air Minum Layak,Realisasi Jumlah Kepala Keluarga Penerima Manfaat Bantuan Sosial,Jumlah Anggaran Bantuan Keluarga (rupiah),Rata-rata Pengeluaran per Kapita Sebulan Makanan dan Bukan Makanan di Daerah Perkotaan dan Perdesaan (rupiah),Tingkat Penyerapan Pendapatan (%),Tingkat Penyerapan Belanja (%),Rasio Efektivitas Pendapatan Asli Daerah (PAD) (%),Rasio Efektivitas Penerimaan Pajak (%),Rasio Belanja Terhadap Pendapatan (%),Rasio Belanja Pendidikan (%),Rasio Belanja Kesehatan (%),Rasio Belanja Ekonomi (%),Rasio Belanja Perumahan (%),Umur Harapan Hidup (tahun),Rata-rata Lama Sekolah (tahun),Indeks Pembangunan Manusia (%),Indeks Pembangunan Gender (%),Tingkat Pengangguran Terbuka (%),Jumlah Guru SMA/SMK,Jumlah Siswa SMA/SMK,Produk Domestik Regional Bruto (PDRB) Atas Dasar Harga Berlaku,Jumlah Desa yang memiliki Sarana Kesehatan,Jumlah Tenaga Kesehatan,Persentase Penduduk Miskin (%)
Sumatera Selatan,Penukal Abab Lematang Ilir,1842.56,205.384,70.08,95.72,94.09,28792,17275200000,960098,116.18,111.1,117.48,77.41,102.33,21.05,11.11,27.78,8.77,74.02,7.27,69.63,93.63,3.72,720,10727,9386,45,1200,9.82
Sumatera Selatan,Musi Rawas Utara,5937.8,198.413,62.69,69.95,88.41,35990,21594000000,1120860,109.82,106.03,150.93,208.49,100.43,16.28,10.66,41.57,3.57,73.17,7.51,70.45,92.71,4.91,508,6671,9696,72,1142,17.38
Sumatera Selatan,Kota Palembang,352.51,1718.44,71.88,94.29,95.0,209326,125595600000,1676306,104.97,109.43,104.99,102.01,105.75,26.89,16.89,17.57,8.19,75.77,10.93,82.29,96.64,6.98,5284,85754,208197,259,13857,9.77
Sumatera Selatan,Kota Prabumulih,447.31,203.312,73.68,95.83,94.94,34733,20839800000,1214681,123.23,109.45,97.51,93.0,99.57,19.02,20.37,18.14,4.0,74.87,10.36,78.68,94.09,4.94,841,11631,10533,65,969,10.13
Sumatera Selatan,Kota Pagar Alam,625.91,149.199,94.19,53.94,89.81,26594,15956400000,1107499,117.44,115.4,163.09,109.7,101.87,20.77,14.21,18.47,7.8,73.88,9.44,74.0,95.12,2.34,573,7449,3811,40,1798,8.18
Sumatera Selatan,Kota Lubuklinggau,367.73,246.046,75.8,86.84,97.18,67807,40684200000,1206964,106.33,117.15,92.56,68.63,97.74,19.34,13.47,25.4,10.8,74.97,9.94,78.98,95.27,5.29,971,13228,8718,82,2547,11.14
Bengkulu,Bengkulu Selatan,1219.22,173.3,62.41,84.42,68.26,51840,31104000000,1215525,97.0,95.03,111.39,118.93,102.8,26.68,15.33,15.22,1.47,73.05,9.42,74.53,94.76,3.56,831,8473,7864,85,1490,17.1
Bengkulu,Rejang Lebong,1559.42,288.8,62.12,71.81,55.6,65428,39256800000,1195824,94.87,92.27,100.03,83.98,101.24,26.2,19.65,13.05,0.82,73.87,8.81,75.04,94.31,2.94,928,10998,13066,83,1539,14.65
Bengkulu,Bengkulu Utara,4481.91,310.1,31.25,85.53,80.4,124658,74794800000,1279690,149.91,148.46,325.43,218.11,101.47,28.84,12.34,10.07,1.12,73.23,8.32,73.1,91.59,3.33,1006,11512,12782,140,1799,10.96
Bengkulu,Kaur,2608.56,132.7,61.02,87.01,79.79,27486,16491600000,1119523,97.48,94.05,82.49,92.56,100.07,24.47,19.38,11.68,1.19,72.97,8.47,71.53,87.71,3.81,486,4851,4964,52,1018,17.12
Bengkulu,Seluma,2432.16,217.5,28.18,88.75,70.46,52673,31603800000,1194867,97.3,94.79,151.68,61.63,100.7,25.65,18.19,9.29,2.45,72.9,8.14,70.98,86.4,2.68,517,6846,6345,86,1936,17.23
Bengkulu,Mukomuko,4138.67,201.7,64.29,85.82,75.82,43845,26307000000,1557171,97.45,93.54,91.68,71.21,106.51,25.2,18.77,15.15,1.32,73.95,8.57,73.65,85.11,3.14,690,6841,7566,94,1352,10.76
Bengkulu,Lebong,1666.62,111.8,65.27,59.38,57.41,33963,20377800000,1209569,93.58,91.65,53.7,88.08,101.53,23.36,19.16,12.04,1.88,72.81,8.41,73.54,92.09,2.72,326,3783,4581,50,879,10.45
Bengkulu,Kepahiang,738.97,156.4,51.21,69.81,61.2,42875,25725000000,1169494,100.41,99.14,100.44,120.16,100.37,23.46,22.26,8.05,1.07,72.41,8.37,72.05,96.08,2.41,470,4806,6265,58,1287,12.9
Bengkulu,Bengkulu Tengah,1132.38,122.7,45.8,83.17,50.44,44674,26804400000,1247486,99.34,99.08,98.01,88.82,103.35,23.49,12.51,12.2,3.77,72.56,7.71,71.67,87.43,3.2,450,4240,6782,70,1017,10.14
Bengkulu,Kota Bengkulu,150.35,397.3,55.33,96.15,92.21,65401,39240600000,2137686,46.24,42.39,38.94,37.58,97.55,28.89,21.68,11.02,4.36,74.69,11.84,83.95,96.13,5.04,1743,21720,33148,145,2721,13.76
Lampung,Lampung Barat,2107.993,315.92,68.29,84.4,64.37,113367,68020200000,1162992,101.78,97.4,106.03,98.2,96.13,25.17,14.77,15.01,0.7,73.96,8.56,72.41,93.52,2.09,850,10601,9903,99,1299,10.68
Lampung,Tanggamus,2947.592,670.37,62.57,70.82,68.48,273701,164220600000,997006,93.67,93.0,122.91,90.32,99.4,32.29,13.03,12.08,0.74,74.08,7.38,70.54,91.42,3.19,1265,18040,21198,136,1684,10.28
Lampung,Lampung Selatan,2227.379,1119.31,60.82,96.4,95.52,396562,237937200000,1127083,101.77,99.06,96.2,85.19,96.88,29.2,18.3,13.17,2.14,74.46,7.78,72.15,90.09,4.84,2431,40080,60321,235,2994,12.57
Lampung,Lampung Timur,3860.92,1153.77,45.11,86.38,87.01,327033,196219800000,986180,100.52,98.03,93.2,95.85,98.81,35.74,13.75,14.08,1.38,74.19,8.2,73.05,89.52,3.02,2596,36307,56851,249,2472,13.19
Lampung,Lampung Tengah,4559.57,1525.09,48.29,82.55,84.59,344224,206534400000,1185356,97.7,96.01,92.23,105.09,98.75,39.99,11.81,9.34,1.89,74.38,7.97,74.16,90.21,3.33,2894,43591,97093,348,3988,10.37
Lampung,Lampung Utara,2669.304,659.89,57.01,77.74,69.31,304652,182791200000,966828,96.91,94.98,76.88,94.96,98.15,36.33,12.58,9.96,1.07,74.12,8.38,71.42,89.97,5.85,1788,24583,31815,186,2657,16.92
Lampung,Way Kanan,3522.114,497.26,62.5,81.38,71.4,172788,103672800000,1187971,103.94,99.31,103.91,114.51,96.42,21.58,10.1,11.35,0.9,74.31,7.75,71.17,88.75,3.27,1382,17770,19222,146,1626,10.43
Lampung,Tulangbawang,3116.062,450.34,80.25,86.97,88.55,103428,62056800000,1118536,95.03,94.09,72.22,71.71,100.37,26.79,16.85,13.1,1.11,74.02,7.65,72.24,90.33,3.23,963,14126,30499,139,1520,7.88
Lampung,Pesawaran,1288.079,500.3,53.83,87.85,89.8,176133,105679800000,1151892,98.97,98.09,68.56,73.52,96.22,34.11,12.04,11.73,2.47,74.0,8.0,70.24,88.32,4.36,949,13274,21667,122,1671,11.86
Lampung,Pringsewu,617.192,424.68,60.25,86.7,93.33,129369,77621400000,1039832,98.94,97.22,91.39,92.32,100.73,33.62,17.86,11.1,1.21,74.56,8.53,73.84,93.03,4.39,1492,22385,15098,117,2152,8.32
Lampung,Mesuji,2200.414,241.6,60.37,83.31,81.81,69659,41795400000,1182986,98.0,93.44,112.52,108.64,101.19,29.09,23.06,12.01,1.97,73.9,7.21,68.59,85.11,2.85,521,6971,14153,89,908,6.31
Lampung,Tulang Bawang Barat,1257.088,298.7,60.68,80.85,63.16,69928,41956800000,1163855,96.01,93.03,97.98,104.73,97.58,30.81,10.86,16.91,2.28,74.23,7.8,70.04,89.1,4.12,758,11078,15595,97,1149,7.22
Lampung,Pesisir Barat,2939.598,172.32,50.81,84.09,73.77,63802,38281200000,1436908,87.74,87.53,44.68,73.56,100.23,28.96,11.98,10.61,1.19,73.93,8.73,71.04,94.48,3.04,455,6552,6138,59,876,12.64
Lampung,Kota Bandar Lampung,183.745,1214.33,76.74,89.33,99.09,199329,119597400000,1776277,90.6,90.4,69.54,100.38,98.4,26.49,17.12,17.04,5.13,74.79,10.99,80.46,94.16,7.44,3567,52403,79853,262,7919,7.37
Lampung,Kota Metro,73.214,175.71,94.41,99.68,96.25,29368,17620800000,1636998,99.3,96.91,97.19,91.4,100.63,20.61,37.94,11.28,1.63,75.43,11.01,80.41,95.99,3.71,1282,18105,8480,54,2765,6.78
Kepulauan Bangka Belitung,Bangka,3016.85,342.1,84.29,96.23,77.35,27501,16500600000,1695896,98.81,95.64,105.94,91.06,99.21,27.39,23.27,12.82,1.73,73.24,8.45,74.66,89.07,4.91,768,12754,20003,86,2449,4.24
Kepulauan Bangka Belitung,Belitung,2270.71,191.4,80.47,94.17,83.36,28646,17187600000,1985833,104.78,99.3,129.28,109.93,108.55,23.64,25.11,11.73,2.0,72.76,9.05,74.96,89.7,3.88,438,6930,14151,64,1094,6.11
Kepulauan Bangka Belitung,Bangka Barat,2851.41,215.8,83.84,91.88,84.94,26202,15721200000,1602021,103.78,88.95,116.54,107.8,104.61,28.8,20.02,11.69,2.06,72.08,7.48,71.36,90.35,4.88,443,7209,19684,45,971,2.59
Kepulauan Bangka Belitung,Bangka Tengah,2259.98,210.5,83.43,94.91,88.25,23225,13935000000,1603460,96.6,94.63,95.25,79.36,105.94,29.34,20.11,11.75,2.87,73.77,7.24,72.54,91.96,4.23,465,7812,11815,40,1020,5.94
Kepulauan Bangka Belitung,Bangka Selatan,3598.24,208.5,79.48,91.14,78.3,19521,11712600000,1467030,96.6,93.85,83.33,53.35,105.85,27.85,21.51,10.88,1.47,71.74,6.93,70.01,85.25,4.94,497,7696,12029,56,1087,3.74
Kepulauan Bangka Belitung,Belitung Timur,2588.4,132.8,84.09,91.5,70.94,18575,11145000000,2005579,101.64,96.55,96.47,86.18,109.45,26.49,21.28,14.75,2.27,73.79,8.99,73.62,87.69,2.63,339,4838,10973,53,853,6.36
Kepulauan Bangka Belitung,Kota Pangkal Pinang,104.54,230.4,87.01,96.96,96.47,24342,14605200000,2334060,106.5,99.6,116.39,105.06,104.47,23.5,26.54,11.59,1.78,75.26,10.67,80.9,93.82,5.98,671,10808,18940,83,2163,4.04
Kepulauan Riau,Karimun,930.45,263.3,59.01,95.91,85.89,32376,19425600000,1543980,84.5,80.9,70.33,141.96,101.29,28.64,18.15,17.7,2.44,74.79,8.91,75.49,91.61,5.52,797,11061,18331,74,1467,5.78
Kepulauan Riau,Bintan,1317.15,168.2,60.19,87.93,84.57,22700,13620000000,1516935,106.55,105.1,99.49,88.62,102.93,24.54,17.37,13.49,4.76,74.89,9.15,77.96,94.05,4.53,581,7256,30366,58,1328,5.44
Kepulauan Riau,Natuna,1999.16,85.7,74.48,78.98,91.53,14558,8734800000,1546067,83.8,89.32,71.35,47.32,116.43,20.16,19.28,13.34,4.7,74.38,9.2,78.6,91.82,3.89,470,3650,22693,64,1054,5.04
Kepulauan Riau,Lingga,2210.82,102.0,69.14,69.58,85.48,35337,21202200000,1362448,103.69,93.24,99.68,94.2,100.95,26.72,14.88,14.73,4.93,73.76,7.6,73.05,91.12,3.38,416,3954,5604,56,907,9.99
Kepulauan Riau,Kepulauan Anambas,627.03,49.7,92.9,26.55,24.65,4971,2982600000,1824484,82.93,84.52,91.12,82.45,102.81,24.78,20.24,13.23,1.89,73.77,7.53,73.47,91.58,2.38,207,2010,18005,65,658,6.67
Kepulauan Riau,Kota Batam,1034.73,1276.9,48.52,94.1,99.4,106122,63673200000,2344955,105.93,102.55,103.26,101.7,99.48,30.14,13.8,14.82,5.2,75.19,11.21,83.32,95.72,7.68,3214,59797,233048,153,6986,4.85
Kepulauan Riau,Kota Tanjung Pinang,150.37,237.4,74.73,91.51,91.96,23709,14225400000,1917889,102.8,93.93,91.57,74.56,101.1,27.94,21.02,12.75,3.09,74.91,10.67,81.58,97.02,4.69,821,11923,25022,48,1986,6.86
Jawa Barat,Bogor,2991.78,5682.3,58.1,67.18,93.93,1419834,851900400000,1321439,113.69,105.57,119.29,111.7,101.75,30.07,22.78,9.82,2.0,74.9,8.39,73.63,90.17,7.34,10460,228961,311713,650,11070,7.05
Jawa Barat,Sukabumi,4164.15,2828.02,65.14,51.9,89.3,927144,556286400000,1194801,106.33,102.52,110.7,104.1,98.27,31.11,21.03,13.15,2.39,74.85,7.34,70.18,88.59,7.11,4371,80511,88142,439,5050,6.87
Jawa Barat,Cianjur,3631.92,2584.99,44.59,63.3,91.62,972124,583274400000,1187797,97.69,97.46,76.6,107.16,99.83,34.44,22.32,9.72,3.21,74.8,7.33,68.89,85.45,5.99,4842,89286,64404,351,4139,10.14
Jawa Barat,Bandung,1740.84,3753.12,60.65,69.12,96.28,741189,444713400000,1337190,130.57,120.08,98.38,87.94,102.66,32.28,20.08,13.94,3.95,75.23,9.15,74.59,94.23,6.36,5940,120381,165609,438,6163,6.19
Jawa Barat,Garut,3101.24,2716.95,56.77,49.99,85.37,1004946,602967600000,1083996,107.41,103.25,103.57,94.3,99.19,34.37,19.3,8.92,2.31,74.87,7.85,69.91,83.5,6.96,6162,108026,78825,467,5447,9.68
Jawa Barat,Tasikmalaya,2705.86,1920.92,69.95,54.68,86.78,900385,540231000000,1095641,99.26,98.89,90.95,94.06,104.91,49.17,16.75,9.0,1.25,74.06,7.97,69.98,87.1,3.74,4342,67829,49783,376,3156,10.23
Jawa Barat,Ciamis,1595.94,1259.23,82.62,77.12,96.42,734878,440926800000,1338192,113.53,102.27,117.91,107.13,95.19,38.25,18.86,10.54,2.02,75.26,8.1,73.64,87.48,3.37,2408,38896,43237,274,2729,7.39
Jawa Barat,Kuningan,1192.9,1213.93,70.85,84.64,97.92,435235,261141000000,1161901,98.88,96.42,71.37,63.85,100.57,39.03,13.98,11.66,2.78,75.22,7.9,71.56,87.55,7.78,2686,48652,35536,250,3739,11.88
Jawa Barat,Cirebon,1071.95,2387.96,57.56,87.92,97.12,959747,575848200000,1338098,97.7,106.76,82.72,89.46,103.22,35.29,21.2,10.49,2.23,74.98,7.65,72.3,84.74,6.74,4243,77659,67196,442,7647,11.0
Jawa Barat,Majalengka,1330.17,1352.54,69.38,83.61,94.38,602074,361244400000,1222651,103.34,104.26,90.75,90.45,101.36,36.13,23.48,9.98,1.48,74.98,7.53,71.37,87.16,4.01,2597,47241,46303,280,3307,10.82
Jawa Barat,Sumedang,1566.2,1187.13,64.97,77.32,96.23,575344,345206400000,1366502,98.31,96.24,92.64,92.92,100.85,34.47,19.68,8.9,2.08,75.29,8.74,74.57,95.55,6.16,2692,44041,47128,244,3092,9.1
Jawa Barat,Indramayu,2076.06,1914.04,84.6,97.27,97.39,915195,549117000000,1388655,102.91,98.32,105.54,124.63,102.35,29.5,21.92,13.25,3.0,74.82,6.95,70.72,89.03,6.25,3987,70099,105589,320,4287,11.93
Jawa Barat,Subang,2165.55,1663.16,58.29,90.29,98.69,691831,415098600000,1265998,137.65,128.77,115.55,114.82,97.55,36.12,12.19,12.62,2.0,75.08,7.46,72.05,91.55,6.73,3474,60226,54946,318,3334,9.49
Jawa Barat,Purwakarta,993.09,1050.34,70.98,83.01,91.02,307163,184297800000,1436378,97.46,96.26,81.75,74.25,100.22,29.45,18.48,11.56,4.58,74.92,8.14,73.99,87.18,7.34,2037,38103,88255,188,3502,8.41
Jawa Barat,Karawang,1913.71,2554.38,63.06,85.99,97.23,636397,381838200000,1570402,106.2,98.42,106.12,106.34,101.54,26.01,20.89,15.28,6.07,75.16,8.05,73.82,91.23,8.04,4560,96721,309843,445,7982,7.86
Jawa Barat,Bekasi,1251.02,3273.87,61.4,89.16,96.76,528953,317371800000,1898977,104.48,95.61,98.37,91.58,100.49,29.83,17.04,17.75,4.39,75.33,9.76,76.8,89.72,8.82,6478,136399,421324,417,10843,4.8
Jawa Barat,Bandung Barat,1283.44,1884.19,60.3,54.02,89.25,703180,421908000000,1179921,103.83,94.33,103.27,104.47,95.56,34.81,16.21,11.89,1.64,75.06,8.24,70.77,81.02,6.7,3297,60529,61236,242,3364,10.49
Jawa Barat,Pangandaran,1128.18,434.1,77.16,90.3,88.36,162250,97350000000,1367729,117.46,93.36,99.86,82.65,103.2,30.89,19.22,14.51,1.54,75.11,8.1,71.03,90.38,1.58,927,14324,15475,111,1419,8.75
Jawa Barat,Kota Bogor,111.37,1078.35,78.36,71.49,99.11,272644,163586400000,2470557,104.18,101.97,101.47,95.79,100.25,25.97,23.48,11.98,7.19,75.8,10.71,79.03,91.26,8.13,3010,56158,61052,173,6324,6.53
Jawa Barat,Kota Sukabumi,48.31,365.74,87.81,45.88,99.46,86512,51907200000,1850558,106.4,104.57,104.84,121.79,99.97,21.04,38.58,8.27,1.92,75.11,10.38,77.69,92.59,8.34,1192,18542,16370,79,2141,7.2
Jawa Barat,Kota Bandung,166.59,2528.16,86.82,55.9,97.62,384197,230518200000,2378226,97.96,91.79,89.63,90.25,98.8,25.65,23.38,11.54,5.64,75.83,11.07,83.75,94.87,7.4,7056,117371,371846,373,18760,3.87
Jawa Barat,Kota Cirebon,39.44,344.85,95.37,95.38,98.23,142485,85491000000,1650993,96.27,97.83,86.1,80.3,101.7,25.5,37.05,9.38,2.08,75.48,10.53,78.09,95.83,6.29,1458,23384,30540,76,3462,9.02
Jawa Barat,Kota Bekasi,213.04,2644.06,59.36,99.08,98.89,239463,143677800000,3132705,90.76,87.12,79.75,75.67,103.02,28.28,21.65,13.8,3.55,76.14,11.79,83.55,93.62,7.82,5761,112192,129352,194,12035,4.01
Jawa Barat,Kota Depok,199.91,2163.64,81.57,98.76,99.85,303819,182291400000,2823228,109.29,99.85,106.98,103.97,98.66,24.77,17.94,14.55,12.23,75.82,11.59,83.05,93.7,6.27,3525,72526,94150,177,8896,2.34
Jawa Barat,Kota Cimahi,42.43,598.7,75.55,76.44,99.6,126231,75738600000,2166367,111.25,96.62,123.44,119.83,99.47,25.56,25.12,11.01,4.15,75.55,11.52,80.3,92.28,8.97,1397,27827,43423,48,3462,4.39
Jawa Barat,Kota Tasikmalaya,183.94,750.73,72.84,53.16,93.79,546402,327841200000,1590190,108.81,106.35,99.47,105.79,99.89,30.59,24.67,12.97,2.3,75.31,9.63,76.03,92.22,6.49,2206,33499,29613,139,3232,11.1
Jawa Barat,Kota Banjar,131.01,209.79,79.68,91.07,96.97,61492,36895200000,1405968,93.41,93.01,79.5,97.79,101.29,25.13,30.81,8.0,4.65,74.99,8.83,75.01,88.12,5.44,724,11999,5549,46,1234,5.85
Jawa Tengah,Cilacap,2323.93,2027.38,64.41,83.25,93.33,704093,422455800000,1069596,102.46,99.07,105.67,111.76,100.3,35.66,21.34,10.82,1.93,74.97,7.4,72.55,87.41,7.83,3248,64123,135991,316,5955,10.68
Jawa Tengah,Banyumas,1391.15,1847.1,67.88,83.25,94.33,966652,579991200000,1348026,98.46,96.09,95.39,95.94,102.94,45.51,23.76,8.36,2.0,74.34,7.91,74.52,89.27,6.18,3653,72571,74163,355,8854,11.95
Jawa Tengah,Purbalingga,805.76,1037.64,70.33,82.01,88.24,449864,269918400000,1011402,99.77,97.33,105.9,107.19,102.66,37.25,19.64,7.17,1.4,74.19,7.36,70.97,93.74,4.96,1809,36466,33357,162,3507,14.18
Jawa Tengah,Banjarnegara,1144.9,1057.56,73.11,52.4,91.75,352901,211740600000,993907,101.87,106.02,109.62,105.43,100.81,35.93,20.86,6.86,1.99,74.7,6.87,69.62,95.19,5.57,1380,28658,29231,153,2915,14.71
Jawa Tengah,Kebumen,1334.1,1414.75,78.81,93.43,87.29,460420,276252000000,1060534,103.55,103.34,103.66,97.59,99.65,34.67,18.59,8.22,1.4,75.22,7.87,72.48,93.41,5.07,2695,50459,38605,256,5086,15.71
Jawa Tengah,Purworejo,1081.97,795.03,78.32,84.64,90.04,249244,149546400000,1094772,102.13,104.02,111.38,95.71,100.13,29.48,19.66,8.52,1.51,75.64,8.65,75.16,95.11,3.89,1699,27396,24801,178,3221,10.87
Jawa Tengah,Wonosobo,1011.62,920.51,74.65,63.81,95.24,253747,152248200000,980047,99.1,97.62,97.7,105.72,102.7,32.49,17.43,11.31,2.32,74.25,6.9,70.63,93.02,4.02,1405,25833,25028,144,2321,15.28
Jawa Tengah,Magelang,1129.98,1341.45,49.38,83.77,93.27,530513,318307800000,1048446,99.13,95.88,101.58,105.5,103.24,29.95,21.29,9.15,1.62,74.68,7.83,72.1,92.56,3.55,2139,37948,43736,207,3316,10.83
Jawa Tengah,Boyolali,1096.59,1099.85,62.92,88.26,94.83,235018,141010800000,1222659,104.29,100.67,115.47,101.05,98.5,29.72,22.81,12.25,2.02,76.44,8.17,75.96,94.79,3.16,2223,38726,45853,188,4171,9.63
Jawa Tengah,Klaten,701.5,1292.8,63.56,97.86,99.48,443219,265931400000,1472371,104.28,93.49,111.64,129.82,102.79,30.05,14.56,13.45,1.6,77.31,9.29,78.16,95.9,3.97,2547,46491,55249,342,6240,12.04
Jawa Tengah,Sukoharjo,493.53,941.65,75.32,97.08,99.15,242783,145669800000,1473322,103.37,96.24,114.35,118.09,104.87,29.27,18.13,12.22,1.4,78.01,10.01,79.3,98.08,3.65,2069,35316,49987,219,6101,7.47
Jawa Tengah,Wonogiri,1905.75,1054.15,45.57,96.25,96.96,342368,205420800000,1228377,102.58,98.68,109.16,115.99,104.62,39.17,20.86,9.07,1.18,76.82,7.68,72.54,92.38,2.4,1945,33605,39762,270,3826,10.71
Jawa Tengah,Karanganyar,803.05,961.91,45.63,98.54,99.64,249527,149716200000,1330909,107.04,103.84,112.93,119.5,98.45,34.65,16.49,13.31,1.51,77.91,9.26,78.11,97.16,3.47,1704,30491,51332,229,3786,9.59
Jawa Tengah,Sragen,994.57,1004.76,72.91,95.71,98.45,251608,150964800000,1251510,101.27,96.1,106.57,108.8,100.87,32.14,23.88,9.28,1.84,76.18,7.88,75.53,92.62,3.53,2439,40495,52434,246,4798,12.41
Jawa Tengah,Grobogan,2023.85,1506.37,44.56,93.94,87.09,608610,365166000000,1195114,103.07,99.08,108.98,108.91,99.83,79.77,4.06,0.03,,75.25,7.29,72.02,86.45,3.23,2297,45590,37506,267,5302,11.43
Jawa Tengah,Blora,1957.29,907.99,74.37,90.81,97.02,312391,187434600000,1180266,104.01,103.52,115.76,132.7,99.18,33.76,21.78,8.81,1.87,74.92,7.26,71.42,85.89,3.67,1868,31685,33231,164,3129,11.42
Jawa Tengah,Rembang,1037.54,665.24,62.37,94.89,95.86,258229,154937400000,1262833,102.59,99.36,101.75,90.92,96.45,33.21,23.08,7.94,0.99,74.98,7.73,72.53,88.03,2.84,1248,20667,25794,154,2781,14.02
Jawa Tengah,Pati,1572.9,1370.82,68.83,96.33,98.32,489862,293917200000,1333829,103.17,94.45,116.24,118.71,99.39,33.77,18.86,9.79,1.74,76.56,7.82,74.1,92.55,3.87,2312,39290,59015,262,5567,9.17
Jawa Tengah,Kudus,447.45,883.32,75.62,95.9,99.6,187331,112398600000,1403301,100.0,100.0,100.0,100.0,103.16,26.55,24.39,12.24,1.95,77.07,9.35,77.21,94.01,3.19,1650,30208,128612,184,4708,7.23
Jawa Tengah,Jepara,1020.25,1232.88,61.13,68.05,89.46,454125,272475000000,1088544,102.33,95.48,105.21,103.19,96.0,36.46,20.38,9.18,1.73,76.21,8.27,74.32,91.71,3.34,2193,37170,40564,218,3820,6.09
Jawa Tengah,Demak,977.77,1252.97,64.88,95.13,95.99,546056,327633600000,1210985,104.15,97.67,112.97,115.01,98.19,30.69,21.08,12.91,4.26,75.79,8.28,74.57,91.25,4.75,2066,33745,35459,202,3524,11.89
Jawa Tengah,Semarang,1019.27,1089.77,74.39,86.32,99.6,257021,154212600000,1338257,99.73,96.96,98.35,97.7,99.8,32.12,22.85,10.77,2.37,76.15,8.16,75.67,96.74,3.73,1973,36456,65585,206,3746,6.96
Jawa Tengah,Temanggung,864.83,814.88,60.48,71.77,97.83,304755,182853000000,1069204,102.14,97.42,108.41,98.16,99.08,33.83,20.55,7.95,1.46,75.94,7.53,71.86,96.27,2.35,1166,22836,28924,135,2730,8.67
Jawa Tengah,Kendal,1008.12,1064.81,66.59,83.05,97.65,305857,183514200000,1266438,100.48,102.8,97.56,89.15,104.3,34.83,19.29,9.34,2.14,74.73,7.74,74.34,94.34,5.01,2121,39752,58837,216,3985,9.35
Jawa Tengah,Batang,857.27,838.19,65.78,65.92,96.46,253315,151989000000,1246830,102.63,99.35,113.93,118.75,99.56,32.92,19.21,10.05,2.14,75.01,7.08,70.73,92.68,5.67,1194,21620,30389,145,2455,8.73
Jawa Tengah,Pekalongan,892.91,1019.01,66.65,82.61,96.91,310712,186427200000,1240752,99.36,97.21,95.75,106.55,102.05,30.14,27.38,7.82,1.86,74.25,7.48,71.95,92.96,3.3,1771,30944,30224,173,3063,8.95
Jawa Tengah,Pemalang,1137.41,1541.69,45.12,84.32,94.38,525505,315303000000,1188367,100.94,98.98,94.64,100.36,101.52,40.38,18.28,7.87,2.7,74.23,6.56,68.65,87.37,6.63,2517,48080,34889,225,3787,14.92
Jawa Tengah,Tegal,983.9,1674.8,55.73,87.09,98.28,445650,267390000000,1062943,100.84,95.57,107.51,93.5,103.28,34.93,20.22,9.68,1.36,74.25,7.36,71.7,88.85,7.53,2878,52923,47721,281,4881,6.81
Jawa Tengah,Brebes,1742.81,2065.5,58.14,85.85,94.66,791022,474613200000,1103010,103.87,98.9,109.06,86.59,98.64,34.5,19.89,11.83,2.43,74.18,6.41,70.18,87.61,8.35,3472,61555,62045,285,5695,15.6
Jawa Tengah,Kota Magelang,18.56,122.43,100.0,88.55,99.93,31452,18871200000,1670272,102.9,92.8,105.79,99.97,104.79,18.46,41.69,8.89,4.09,77.54,11.43,82.15,96.73,4.4,880,13340,11822,44,3174,5.94
Jawa Tengah,Kota Surakarta,46.72,528.04,99.85,85.07,99.72,156834,94100400000,1702139,98.05,92.03,96.39,83.32,100.33,7.12,10.65,11.3,0.09,77.91,11.25,84.41,97.54,4.61,2611,43762,64701,146,10041,8.31
Jawa Tengah,Kota Salatiga,54.98,201.27,100.0,96.28,98.98,32782,19669200000,2126610,104.24,95.22,107.96,109.29,100.35,24.0,29.02,10.95,6.02,78.27,11.48,85.72,95.59,3.86,852,13445,18079,56,2272,4.57
Jawa Tengah,Kota Semarang,370.0,1708.83,80.63,95.83,99.87,155145,93087000000,2237774,104.52,100.7,91.27,91.96,100.57,22.88,19.85,17.11,8.16,78.23,11.05,85.24,96.37,5.82,4061,67642,267551,336,17657,4.03
Jawa Tengah,Kota Pekalongan,46.2,321.1,94.37,89.38,99.27,94201,56520600000,1485891,103.26,100.8,109.14,105.53,99.67,24.5,25.09,14.09,5.44,74.79,9.34,77.21,95.56,4.91,752,12078,14767,72,2506,6.71
Jawa Tengah,Kota Tegal,39.08,285.84,66.5,92.48,99.66,66680,40008000000,1489670,95.58,93.71,89.14,87.65,99.34,27.2,33.75,8.83,3.08,75.01,9.28,77.5,93.95,5.88,963,15212,20661,64,2704,7.64
Daerah Istimewa Yogyakarta,Kulon Progo,577.224,445.32,96.23,97.16,92.93,317800,190680000000,1152288,100.77,97.69,101.85,80.81,101.34,30.73,23.41,10.77,1.75,75.49,9.2,76.18,95.29,2.01,1264,16803,16912,118,2373,15.62
